year;month;day;order;country;session ID;page 1 (main category);page 2 (clothing model);colour;location;model photography;price;price 2;page
2008;4;5;7;29;1516;4;P65;9;4;2;43;1;4
2008;4;5;1;29;1517;3;C36;14;6;1;43;1;2
2008;4;5;2;29;1517;3;C58;14;2;2;48;1;4
2008;4;5;3;29;1517;3;C26;14;3;1;28;2;2
2008;4;5;4;29;1517;3;C54;14;6;1;57;1;3
2008;4;5;1;29;1518;1;A34;2;6;1;38;2;2
2008;4;5;2;29;1518;1;A6;3;2;1;43;2;1
2008;4;5;3;29;1518;2;B33;6;5;2;33;2;2
2008;4;5;4;29;1518;3;C7;13;3;1;48;1;1
2008;4;5;5;29;1518;3;C33;14;5;1;48;1;2
2008;4;5;6;29;1518;3;C40;14;2;2;28;2;3
2008;4;5;7;29;1518;1;A2;3;1;1;43;2;1
2008;4;5;8;29;1518;1;A3;3;1;1;72;1;1
2008;4;5;9;29;1518;1;A5;3;2;1;43;2;1
2008;4;5;10;29;1518;1;A7;3;3;1;43;2;1
2008;4;5;1;17;1519;4;P17;2;6;2;38;1;1
2008;4;5;2;17;1519;4;P20;7;1;1;23;2;2
2008;4;5;3;17;1519;2;B19;13;1;1;38;2;2
2008;4;5;4;17;1519;3;C20;13;1;2;48;1;2
2008;4;5;1;29;1520;4;P16;7;6;1;33;2;1
2008;4;5;2;29;1520;4;P6;2;2;1;43;1;1
2008;4;5;3;29;1520;4;P30;4;4;1;33;2;2
2008;4;5;4;29;1520;2;B10;2;4;1;67;1;1
2008;4;5;5;29;1520;2;B14;2;5;1;62;1;1
2008;4;5;6;29;1520;2;B19;13;1;1;38;2;2
2008;4;5;1;29;1521;4;P6;2;2;1;43;1;1
2008;4;5;2;29;1521;4;P12;4;4;1;33;2;1
2008;4;5;3;29;1521;4;P11;4;4;2;38;1;1
2008;4;5;4;29;1521;4;P3;2;1;1;48;1;1
2008;4;5;1;29;1522;1;A11;3;4;1;62;1;1
2008;4;5;2;29;1522;1;A34;2;6;1;38;2;2
2008;4;5;3;29;1522;3;C35;9;6;1;50;1;2
2008;4;5;4;29;1522;4;P17;2;6;2;38;1;1
2008;4;5;5;29;1522;4;P17;2;6;2;38;1;1
2008;4;5;6;29;1522;4;P39;14;1;1;43;1;3
2008;4;5;7;29;1522;4;P58;9;2;2;38;1;4
2008;4;5;8;29;1522;4;P82;6;4;2;48;1;5
2008;4;5;1;29;1523;1;A1;8;1;1;28;2;1
2008;4;5;1;28;1524;1;A15;14;5;2;33;2;1
2008;4;5;2;28;1524;2;B4;10;2;1;52;1;1
2008;4;5;3;28;1524;2;B26;13;3;1;57;1;2
2008;4;5;4;28;1524;2;B23;7;2;1;38;2;2
2008;4;5;1;29;1525;4;P6;2;2;1;43;1;1
2008;4;5;1;9;1526;1;A4;3;2;2;38;2;1
2008;4;5;2;9;1526;1;A4;3;2;2;38;2;1
2008;4;5;3;9;1526;2;B2;3;1;2;57;1;1
2008;4;5;1;29;1527;4;P3;2;1;1;48;1;1
2008;4;5;2;29;1527;4;P4;4;2;1;38;1;1
2008;4;5;3;29;1527;4;P10;4;4;2;65;1;1
2008;4;5;4;29;1527;4;P11;4;4;2;38;1;1
2008;4;5;5;29;1527;4;P14;2;5;2;38;1;1
2008;4;5;6;29;1527;4;P37;2;1;1;43;1;3
2008;4;5;7;29;1527;4;P43;7;3;2;38;1;3
2008;4;5;8;29;1527;4;P59;2;2;2;38;1;4
2008;4;5;9;29;1527;4;P71;2;6;2;33;2;4
2008;4;5;10;29;1527;4;P72;14;6;1;33;2;4
2008;4;5;11;29;1527;4;P73;11;1;2;33;2;5
2008;4;5;12;29;1527;4;P75;7;1;1;33;2;5
2008;4;5;13;29;1527;1;A12;2;4;1;38;2;1
2008;4;5;14;29;1527;1;A8;3;3;1;62;1;1
2008;4;5;15;29;1527;1;A9;3;3;1;82;1;1
2008;4;5;16;29;1527;1;A15;14;5;2;33;2;1
2008;4;5;17;29;1527;1;A17;2;6;1;62;1;1
2008;4;5;18;29;1527;1;A17;2;6;1;62;1;1
2008;4;5;19;29;1527;1;A21;1;1;1;62;1;2
2008;4;5;20;29;1527;1;A22;4;2;1;62;1;2
2008;4;5;21;29;1527;1;A37;2;1;1;62;1;3
2008;4;5;22;29;1527;2;B4;10;2;1;52;1;1
2008;4;5;23;29;1527;3;C25;2;3;1;33;2;2
2008;4;5;24;29;1527;3;C24;12;2;1;33;2;2
2008;4;5;25;29;1527;3;C29;6;4;2;52;1;2
2008;4;5;26;29;1527;3;C37;2;1;1;43;1;3
2008;4;5;27;29;1527;3;C38;13;1;1;38;2;3
2008;4;5;28;29;1527;3;C40;14;2;2;28;2;3
2008;4;5;29;29;1527;3;C48;6;4;1;28;2;3
2008;4;5;30;29;1527;3;C56;6;1;2;57;1;4
2008;4;5;31;29;1527;1;A12;2;4;1;38;2;1
2008;4;5;32;29;1527;4;P75;7;1;1;33;2;5
2008;4;5;33;29;1527;4;P59;2;2;2;38;1;4
2008;4;5;34;29;1527;4;P72;14;6;1;33;2;4
2008;4;5;1;29;1528;2;B23;7;2;1;38;2;2
2008;4;5;2;29;1528;2;B27;2;3;1;57;1;2
2008;4;5;3;29;1528;2;B28;9;4;1;38;2;2
2008;4;5;4;29;1528;2;B31;9;5;1;57;1;2
2008;4;5;5;29;1528;4;P15;4;5;2;38;1;1
2008;4;5;6;29;1528;4;P15;4;5;2;38;1;1
2008;4;5;7;29;1528;4;P23;6;2;2;28;2;2
2008;4;5;8;29;1528;4;P33;9;5;1;43;1;2
2008;4;5;1;29;1529;3;C14;9;5;1;23;2;1
2008;4;5;1;29;1530;4;P16;7;6;1;33;2;1
2008;4;5;2;29;1530;4;P33;9;5;1;43;1;2
2008;4;5;3;29;1530;4;P21;4;1;1;33;2;2
2008;4;5;4;29;1530;4;P81;4;3;2;43;1;5
2008;4;5;5;29;1530;1;A11;3;4;1;62;1;1
2008;4;5;6;29;1530;1;A38;6;1;1;62;1;3
2008;4;5;7;29;1530;3;C58;14;2;2;48;1;4
2008;4;5;8;29;1530;3;C59;5;2;2;52;1;4
2008;4;5;9;29;1530;3;C55;13;1;1;48;1;4
2008;4;5;10;29;1530;3;C58;14;2;2;48;1;4
2008;4;5;11;29;1530;3;C55;13;1;1;48;1;4
2008;4;5;12;29;1530;3;C59;5;2;2;52;1;4
2008;4;5;13;29;1530;2;B28;9;4;1;38;2;2
2008;4;5;14;29;1530;2;B4;10;2;1;52;1;1
2008;4;5;15;29;1530;2;B17;6;6;2;38;2;1
2008;4;5;16;29;1530;2;B16;12;6;1;52;1;1
2008;4;5;17;29;1530;2;B3;12;1;1;52;1;1
2008;4;5;18;29;1530;2;B23;7;2;1;38;2;2
2008;4;5;19;29;1530;1;A8;3;3;1;62;1;1
2008;4;5;20;29;1530;1;A41;4;2;1;43;2;3
2008;4;5;21;29;1530;1;A15;14;5;2;33;2;1
2008;4;5;22;29;1530;2;B7;6;3;1;38;2;1
2008;4;5;23;29;1530;3;C58;14;2;2;48;1;4
2008;4;5;1;29;1531;4;P1;3;1;1;38;1;1
2008;4;5;2;29;1531;4;P17;2;6;2;38;1;1
2008;4;5;3;29;1531;4;P12;4;4;1;33;2;1
2008;4;5;4;29;1531;3;C1;4;1;2;28;2;1
2008;4;5;5;29;1531;3;C1;4;1;2;28;2;1
2008;4;5;6;29;1531;3;C24;12;2;1;33;2;2
2008;4;5;7;29;1531;3;C35;9;6;1;50;1;2
2008;4;5;8;29;1531;3;C35;9;6;1;50;1;2
2008;4;5;9;29;1531;3;C20;13;1;2;48;1;2
2008;4;5;10;29;1531;3;C47;13;4;2;18;2;3
2008;4;5;11;29;1531;3;C25;2;3;1;33;2;2
2008;4;5;12;29;1531;3;C30;2;4;2;28;2;2
2008;4;5;13;29;1531;3;C59;5;2;2;52;1;4
2008;4;5;14;29;1531;3;C57;5;1;2;33;2;4
2008;4;5;15;29;1531;3;C56;6;1;2;57;1;4
2008;4;5;16;29;1531;3;C55;13;1;1;48;1;4
2008;4;5;17;29;1531;4;P14;2;5;2;38;1;1
2008;4;5;18;29;1531;4;P6;2;2;1;43;1;1
2008;4;5;19;29;1531;4;P12;4;4;1;33;2;1
2008;4;5;20;29;1531;2;B16;12;6;1;52;1;1
2008;4;5;21;29;1531;2;B13;12;5;2;62;1;1
2008;4;5;22;29;1531;2;B4;10;2;1;52;1;1
2008;4;5;23;29;1531;2;B11;2;4;1;43;2;1
2008;4;5;24;29;1531;3;C18;9;6;1;48;1;1
2008;4;5;25;29;1531;3;C18;9;6;1;48;1;1
2008;4;5;26;29;1531;4;P17;2;6;2;38;1;1
2008;4;5;27;29;1531;4;P17;2;6;2;38;1;1
2008;4;5;28;29;1531;4;P16;7;6;1;33;2;1
2008;4;5;29;29;1531;4;P1;3;1;1;38;1;1
2008;4;5;30;29;1531;4;P30;4;4;1;33;2;2
2008;4;5;31;29;1531;4;P39;14;1;1;43;1;3
2008;4;5;32;29;1531;4;P40;4;2;1;43;1;3
2008;4;5;33;29;1531;4;P37;2;1;1;43;1;3
2008;4;5;34;29;1531;4;P57;4;1;1;43;1;4
2008;4;5;35;29;1531;4;P58;9;2;2;38;1;4
2008;4;5;36;29;1531;4;P58;9;2;2;38;1;4
2008;4;5;37;29;1531;4;P65;9;4;2;43;1;4
2008;4;5;38;29;1531;4;P15;4;5;2;38;1;1
2008;4;5;39;29;1531;4;P17;2;6;2;38;1;1
2008;4;5;40;29;1531;1;A17;2;6;1;62;1;1
2008;4;5;1;9;1532;1;A2;3;1;1;43;2;1
2008;4;5;2;9;1532;1;A3;3;1;1;72;1;1
2008;4;5;3;9;1532;1;A5;3;2;1;43;2;1
2008;4;5;4;9;1532;1;A14;3;5;1;60;1;1
2008;4;5;5;9;1532;1;A17;2;6;1;62;1;1
2008;4;5;6;9;1532;1;A26;2;3;1;38;2;2
2008;4;5;7;9;1532;1;A29;2;4;1;60;1;2
2008;4;5;8;9;1532;1;A37;2;1;1;62;1;3
2008;4;5;9;9;1532;1;A42;6;2;1;28;2;3
2008;4;5;10;9;1532;1;A2;3;1;1;43;2;1
2008;4;5;11;9;1532;1;A7;3;3;1;43;2;1
2008;4;5;12;9;1532;1;A4;3;2;2;38;2;1
2008;4;5;13;9;1532;2;B29;2;4;1;62;1;2
2008;4;5;14;9;1532;1;A8;3;3;1;62;1;1
2008;4;5;15;9;1532;1;A11;3;4;1;62;1;1
2008;4;5;16;9;1532;1;A12;2;4;1;38;2;1
2008;4;5;1;29;1533;1;A4;3;2;2;38;2;1
2008;4;5;2;29;1533;1;A1;8;1;1;28;2;1
2008;4;5;3;29;1533;1;A10;3;4;1;38;2;1
2008;4;5;4;29;1533;1;A10;3;4;1;38;2;1
2008;4;5;1;21;1534;3;C7;13;3;1;48;1;1
2008;4;5;2;21;1534;3;C25;2;3;1;33;2;2
2008;4;5;3;21;1534;3;C35;9;6;1;50;1;2
2008;4;5;4;21;1534;3;C48;6;4;1;28;2;3
2008;4;5;5;21;1534;3;C49;4;5;2;26;2;3
2008;4;5;6;21;1534;1;A12;2;4;1;38;2;1
2008;4;5;7;21;1534;1;A5;3;2;1;43;2;1
2008;4;5;1;29;1535;1;A1;8;1;1;28;2;1
2008;4;5;2;29;1535;1;A2;3;1;1;43;2;1
2008;4;5;3;29;1535;1;A3;3;1;1;72;1;1
2008;4;5;4;29;1535;1;A5;3;2;1;43;2;1
2008;4;5;5;29;1535;4;P1;3;1;1;38;1;1
2008;4;5;6;29;1535;4;P33;9;5;1;43;1;2
2008;4;5;7;29;1535;4;P48;9;4;2;33;2;3
2008;4;5;8;29;1535;4;P49;14;5;1;33;2;3
2008;4;5;9;29;1535;4;P60;14;2;1;28;2;4
2008;4;5;10;29;1535;4;P55;14;1;2;33;2;4
2008;4;5;11;29;1535;4;P59;2;2;2;38;1;4
2008;4;5;12;29;1535;4;P58;9;2;2;38;1;4
2008;4;5;13;29;1535;1;A8;3;3;1;62;1;1
2008;4;5;14;29;1535;1;A10;3;4;1;38;2;1
2008;4;5;15;29;1535;1;A21;1;1;1;62;1;2
2008;4;5;16;29;1535;1;A33;1;5;1;38;2;2
2008;4;5;17;29;1535;2;B10;2;4;1;67;1;1
2008;4;5;18;29;1535;2;B11;2;4;1;43;2;1
2008;4;5;19;29;1535;2;B26;13;3;1;57;1;2
2008;4;5;20;29;1535;2;B31;9;5;1;57;1;2
2008;4;5;21;29;1535;2;B32;6;5;1;38;2;2
2008;4;5;22;29;1535;3;C19;12;1;1;48;1;2
2008;4;5;23;29;1535;3;C25;2;3;1;33;2;2
2008;4;5;24;29;1535;3;C24;12;2;1;33;2;2
2008;4;5;25;29;1535;3;C33;14;5;1;48;1;2
2008;4;5;26;29;1535;3;C21;14;1;1;57;1;2
2008;4;5;1;29;1536;2;B17;6;6;2;38;2;1
2008;4;5;2;29;1536;3;C4;4;2;1;48;1;1
2008;4;5;3;29;1536;3;C49;4;5;2;26;2;3
2008;4;5;1;29;1537;3;C12;14;4;1;43;1;1
2008;4;5;1;29;1538;4;P6;2;2;1;43;1;1
2008;4;5;2;29;1538;2;B11;2;4;1;43;2;1
2008;4;5;3;29;1538;2;B10;2;4;1;67;1;1
2008;4;5;4;29;1538;2;B5;14;2;2;52;1;1
2008;4;5;5;29;1538;2;B4;10;2;1;52;1;1
2008;4;5;1;29;1539;4;P9;4;3;2;23;2;1
2008;4;5;1;29;1540;4;P1;3;1;1;38;1;1
2008;4;5;2;29;1540;4;P3;2;1;1;48;1;1
2008;4;5;3;29;1540;4;P11;4;4;2;38;1;1
2008;4;5;4;29;1540;4;P17;2;6;2;38;1;1
2008;4;5;5;29;1540;1;A1;8;1;1;28;2;1
2008;4;5;6;29;1540;1;A5;3;2;1;43;2;1
2008;4;5;7;29;1540;1;A11;3;4;1;62;1;1
2008;4;5;8;29;1540;1;A21;1;1;1;62;1;2
2008;4;5;9;29;1540;3;C6;6;2;1;33;2;1
2008;4;5;10;29;1540;3;C22;11;2;2;43;1;2
2008;4;5;11;29;1540;3;C45;11;3;1;55;1;3
2008;4;5;1;29;1541;4;P8;2;3;1;28;2;1
2008;4;5;2;29;1541;4;P14;2;5;2;38;1;1
2008;4;5;1;29;1542;1;A2;3;1;1;43;2;1
2008;4;5;2;29;1542;1;A26;2;3;1;38;2;2
2008;4;5;3;29;1542;4;P6;2;2;1;43;1;1
2008;4;5;4;29;1542;4;P6;2;2;1;43;1;1
2008;4;5;5;29;1542;2;B4;10;2;1;52;1;1
2008;4;5;6;29;1542;2;B32;6;5;1;38;2;2
2008;4;5;1;29;1543;4;P17;2;6;2;38;1;1
2008;4;5;1;29;1544;2;B26;13;3;1;57;1;2
2008;4;5;2;29;1544;2;B3;12;1;1;52;1;1
2008;4;5;3;29;1544;2;B16;12;6;1;52;1;1
2008;4;5;4;29;1544;2;B26;13;3;1;57;1;2
2008;4;5;5;29;1544;2;B21;12;1;1;67;1;2
2008;4;5;6;29;1544;2;B11;2;4;1;43;2;1
2008;4;5;7;29;1544;2;B31;9;5;1;57;1;2
2008;4;5;8;29;1544;2;B30;9;4;1;57;1;2
2008;4;5;9;29;1544;2;B32;6;5;1;38;2;2
2008;4;5;10;29;1544;2;B3;12;1;1;52;1;1
2008;4;5;11;29;1544;2;B6;2;2;1;52;1;1
2008;4;5;12;29;1544;3;C59;5;2;2;52;1;4
2008;4;5;1;29;1545;2;B4;10;2;1;52;1;1
2008;4;5;1;29;1546;4;P3;2;1;1;48;1;1
2008;4;5;2;29;1546;4;P6;2;2;1;43;1;1
2008;4;5;3;29;1546;3;C2;12;1;1;43;1;1
2008;4;5;4;29;1546;3;C5;11;2;1;48;1;1
2008;4;5;5;29;1546;3;C14;9;5;1;23;2;1
2008;4;5;6;29;1546;3;C29;6;4;2;52;1;2
2008;4;5;7;29;1546;3;C41;13;2;1;28;2;3
2008;4;5;8;29;1546;2;B4;10;2;1;52;1;1
2008;4;5;9;29;1546;2;B31;9;5;1;57;1;2
2008;4;5;10;29;1546;4;P50;6;5;2;33;2;3
2008;4;5;1;29;1547;1;A9;3;3;1;82;1;1
2008;4;5;2;29;1547;1;A12;2;4;1;38;2;1
2008;4;5;3;29;1547;1;A3;3;1;1;72;1;1
2008;4;5;4;29;1547;1;A9;3;3;1;82;1;1
2008;4;5;5;29;1547;1;A29;2;4;1;60;1;2
2008;4;5;6;29;1547;1;A42;6;2;1;28;2;3
2008;4;5;7;29;1547;4;P1;3;1;1;38;1;1
2008;4;5;8;29;1547;1;A9;3;3;1;82;1;1
2008;4;5;9;29;1547;1;A12;2;4;1;38;2;1
2008;4;5;10;29;1547;1;A29;2;4;1;60;1;2
2008;4;5;11;29;1547;1;A12;2;4;1;38;2;1
2008;4;5;12;29;1547;4;P1;3;1;1;38;1;1
2008;4;5;13;29;1547;4;P53;2;6;2;38;1;3
2008;4;5;14;29;1547;4;P73;11;1;2;33;2;5
2008;4;5;15;29;1547;3;C9;6;3;1;48;1;1
2008;4;5;16;29;1547;3;C15;6;5;1;33;2;1
2008;4;5;17;29;1547;3;C9;6;3;1;48;1;1
2008;4;5;1;29;1548;4;P40;4;2;1;43;1;3
2008;4;5;2;29;1548;4;P39;14;1;1;43;1;3
2008;4;5;3;29;1548;4;P50;6;5;2;33;2;3
2008;4;5;4;29;1548;2;B1;4;1;1;57;1;1
2008;4;5;1;29;1549;4;P20;7;1;1;23;2;2
2008;4;5;2;29;1549;4;P21;4;1;1;33;2;2
2008;4;5;1;29;1550;4;P15;4;5;2;38;1;1
2008;4;5;2;29;1550;2;B10;2;4;1;67;1;1
2008;4;5;3;29;1550;4;P6;2;2;1;43;1;1
2008;4;5;4;29;1550;2;B7;6;3;1;38;2;1
2008;4;5;5;29;1550;2;B7;6;3;1;38;2;1
2008;4;5;6;29;1550;2;B7;6;3;1;38;2;1
2008;4;5;7;29;1550;2;B7;6;3;1;38;2;1
2008;4;5;8;29;1550;1;A42;6;2;1;28;2;3
2008;4;5;9;29;1550;1;A38;6;1;1;62;1;3
2008;4;5;10;29;1550;1;A38;6;1;1;62;1;3
2008;4;5;11;29;1550;2;B14;2;5;1;62;1;1
2008;4;5;12;29;1550;2;B14;2;5;1;62;1;1
2008;4;5;13;29;1550;4;P15;4;5;2;38;1;1
2008;4;5;1;29;1551;1;A6;3;2;1;43;2;1
2008;4;5;2;29;1551;1;A7;3;3;1;43;2;1
2008;4;5;3;29;1551;1;A5;3;2;1;43;2;1
2008;4;5;4;29;1551;4;P1;3;1;1;38;1;1
2008;4;5;5;29;1551;4;P2;3;1;1;28;2;1
2008;4;5;6;29;1551;1;A4;3;2;2;38;2;1
2008;4;5;7;29;1551;4;P1;3;1;1;38;1;1
2008;4;5;1;29;1552;4;P1;3;1;1;38;1;1
2008;4;5;2;29;1552;4;P1;3;1;1;38;1;1
2008;4;5;3;29;1552;4;P1;3;1;1;38;1;1
2008;4;5;4;29;1552;4;P2;3;1;1;28;2;1
2008;4;5;5;29;1552;4;P10;4;4;2;65;1;1
2008;4;5;6;29;1552;4;P18;2;6;1;28;2;1
2008;4;5;7;29;1552;4;P17;2;6;2;38;1;1
2008;4;5;8;29;1552;1;A3;3;1;1;72;1;1
2008;4;5;9;29;1552;1;A2;3;1;1;43;2;1
2008;4;5;1;29;1553;4;P33;9;5;1;43;1;2
2008;4;5;2;29;1553;2;B14;2;5;1;62;1;1
2008;4;5;1;29;1554;1;A4;3;2;2;38;2;1
2008;4;5;2;29;1554;1;A23;6;2;2;33;2;2
2008;4;5;3;29;1554;1;A34;2;6;1;38;2;2
2008;4;5;4;29;1554;1;A27;3;3;1;55;1;2
2008;4;5;5;29;1554;2;B16;12;6;1;52;1;1
2008;4;5;1;29;1555;1;A17;2;6;1;62;1;1
2008;4;5;2;29;1555;1;A4;3;2;2;38;2;1
2008;4;5;3;29;1555;1;A10;3;4;1;38;2;1
2008;4;5;4;29;1555;1;A11;3;4;1;62;1;1
2008;4;5;5;29;1555;1;A2;3;1;1;43;2;1
2008;4;5;6;29;1555;2;B10;2;4;1;67;1;1
2008;4;5;7;29;1555;2;B14;2;5;1;62;1;1
2008;4;5;8;29;1555;4;P1;3;1;1;38;1;1
2008;4;5;9;29;1555;4;P8;2;3;1;28;2;1
2008;4;5;1;29;1556;4;P6;2;2;1;43;1;1
2008;4;5;2;29;1556;4;P69;9;5;1;43;1;4
2008;4;5;1;29;1557;1;A17;2;6;1;62;1;1
2008;4;5;2;29;1557;1;A8;3;3;1;62;1;1
2008;4;5;3;29;1557;1;A8;3;3;1;62;1;1
2008;4;5;1;29;1558;1;A7;3;3;1;43;2;1
2008;4;5;2;29;1558;1;A34;2;6;1;38;2;2
2008;4;5;3;29;1558;1;A38;6;1;1;62;1;3
2008;4;5;4;29;1558;1;A37;2;1;1;62;1;3
2008;4;5;5;29;1558;1;A37;2;1;1;62;1;3
2008;4;5;6;29;1558;1;A39;4;1;1;38;2;3
2008;4;5;7;29;1558;2;B11;2;4;1;43;2;1
2008;4;5;8;29;1558;2;B11;2;4;1;43;2;1
2008;4;5;9;29;1558;2;B14;2;5;1;62;1;1
2008;4;5;10;29;1558;2;B20;8;1;1;43;2;2
2008;4;5;11;29;1558;2;B21;12;1;1;67;1;2
2008;4;5;12;29;1558;2;B22;2;2;1;67;1;2
2008;4;5;13;29;1558;2;B24;11;2;1;57;1;2
2008;4;5;14;29;1558;2;B26;13;3;1;57;1;2
2008;4;5;15;29;1558;2;B29;2;4;1;62;1;2
2008;4;5;16;29;1558;2;B32;6;5;1;38;2;2
2008;4;5;17;29;1558;3;C5;11;2;1;48;1;1
2008;4;5;18;29;1558;3;C35;9;6;1;50;1;2
2008;4;5;19;29;1558;3;C53;14;6;1;38;2;3
2008;4;5;20;29;1558;3;C39;6;1;1;77;1;3
2008;4;5;21;29;1558;3;C41;13;2;1;28;2;3
2008;4;5;22;29;1558;4;P18;2;6;1;28;2;1
2008;4;5;23;29;1558;4;P70;6;6;2;38;1;4
2008;4;5;24;29;1558;4;P72;14;6;1;33;2;4
2008;4;5;25;29;1558;4;P39;14;1;1;43;1;3
2008;4;5;26;29;1558;4;P41;9;2;2;43;1;3
2008;4;5;27;29;1558;4;P42;6;2;2;28;2;3
2008;4;5;28;29;1558;4;P17;2;6;2;38;1;1
2008;4;5;29;29;1558;4;P17;2;6;2;38;1;1
2008;4;5;30;29;1558;4;P14;2;5;2;38;1;1
2008;4;5;31;29;1558;4;P6;2;2;1;43;1;1
2008;4;5;32;29;1558;4;P8;2;3;1;28;2;1
2008;4;5;33;29;1558;4;P14;2;5;2;38;1;1
2008;4;5;34;29;1558;4;P14;2;5;2;38;1;1
2008;4;5;35;29;1558;4;P3;2;1;1;48;1;1
2008;4;5;36;29;1558;4;P17;2;6;2;38;1;1
2008;4;5;37;29;1558;4;P14;2;5;2;38;1;1
2008;4;5;38;29;1558;1;A17;2;6;1;62;1;1
2008;4;5;39;29;1558;1;A17;2;6;1;62;1;1
2008;4;5;40;29;1558;1;A17;2;6;1;62;1;1
2008;4;5;41;29;1558;1;A34;2;6;1;38;2;2
2008;4;5;1;29;1559;4;P18;2;6;1;28;2;1
2008;4;5;2;29;1559;4;P1;3;1;1;38;1;1
2008;4;5;3;29;1559;3;C17;14;6;1;48;1;1
2008;4;5;4;29;1559;1;A16;1;6;1;33;2;1
2008;4;5;1;29;1560;4;P6;2;2;1;43;1;1
2008;4;5;2;29;1560;4;P15;4;5;2;38;1;1
2008;4;5;3;29;1560;3;C8;2;3;2;48;1;1
2008;4;5;4;29;1560;3;C1;4;1;2;28;2;1
2008;4;5;5;29;1560;3;C16;13;6;1;28;2;1
2008;4;5;6;29;1560;3;C33;14;5;1;48;1;2
2008;4;5;7;29;1560;3;C42;7;2;1;28;2;3
2008;4;5;8;29;1560;3;C41;13;2;1;28;2;3
2008;4;5;9;29;1560;2;B24;11;2;1;57;1;2
2008;4;5;10;29;1560;1;A9;3;3;1;82;1;1
2008;4;5;11;29;1560;1;A2;3;1;1;43;2;1
2008;4;5;12;29;1560;1;A17;2;6;1;62;1;1
2008;4;5;1;29;1561;4;P20;7;1;1;23;2;2
2008;4;5;2;29;1561;4;P42;6;2;2;28;2;3
2008;4;5;3;29;1561;4;P47;14;4;1;28;2;3
2008;4;5;4;29;1561;4;P56;2;1;1;33;2;4
2008;4;5;5;29;1561;4;P56;2;1;1;33;2;4
2008;4;5;1;29;1562;2;B4;10;2;1;52;1;1
2008;4;5;1;29;1563;2;B10;2;4;1;67;1;1
2008;4;5;2;29;1563;2;B17;6;6;2;38;2;1
2008;4;5;3;29;1563;2;B15;9;5;1;38;2;1
2008;4;5;4;29;1563;2;B19;13;1;1;38;2;2
2008;4;5;5;29;1563;2;B25;6;3;1;38;2;2
2008;4;5;6;29;1563;2;B32;6;5;1;38;2;2
2008;4;5;7;29;1563;1;A1;8;1;1;28;2;1
2008;4;5;8;29;1563;1;A2;3;1;1;43;2;1
2008;4;5;9;29;1563;1;A10;3;4;1;38;2;1
2008;4;5;10;29;1563;1;A12;2;4;1;38;2;1
2008;4;5;11;29;1563;1;A15;14;5;2;33;2;1
2008;4;5;12;29;1563;3;C8;2;3;2;48;1;1
2008;4;5;13;29;1563;3;C5;11;2;1;48;1;1
2008;4;5;14;29;1563;3;C42;7;2;1;28;2;3
2008;4;5;15;29;1563;3;C57;5;1;2;33;2;4
2008;4;5;16;29;1563;4;P3;2;1;1;48;1;1
2008;4;5;17;29;1563;4;P20;7;1;1;23;2;2
2008;4;5;18;29;1563;4;P23;6;2;2;28;2;2
2008;4;5;19;29;1563;4;P64;12;4;2;28;2;4
2008;4;5;20;29;1563;4;P81;4;3;2;43;1;5
2008;4;5;1;29;1564;1;A7;3;3;1;43;2;1
2008;4;5;2;29;1564;1;A8;3;3;1;62;1;1
2008;4;5;3;29;1564;1;A2;3;1;1;43;2;1
2008;4;5;4;29;1564;1;A5;3;2;1;43;2;1
2008;4;5;5;29;1564;1;A10;3;4;1;38;2;1
2008;4;5;6;29;1564;1;A28;1;4;2;43;2;2
2008;4;5;7;29;1564;1;A21;1;1;1;62;1;2
2008;4;5;8;29;1564;4;P15;4;5;2;38;1;1
2008;4;5;1;29;1565;2;B31;9;5;1;57;1;2
2008;4;5;2;29;1565;2;B31;9;5;1;57;1;2
2008;4;5;1;29;1566;4;P2;3;1;1;28;2;1
2008;4;5;2;29;1566;4;P1;3;1;1;38;1;1
2008;4;5;3;29;1566;4;P1;3;1;1;38;1;1
2008;4;5;4;29;1566;4;P1;3;1;1;38;1;1
2008;4;5;5;29;1566;1;A2;3;1;1;43;2;1
2008;4;5;6;29;1566;1;A3;3;1;1;72;1;1
2008;4;5;7;29;1566;1;A5;3;2;1;43;2;1
2008;4;5;8;29;1566;1;A6;3;2;1;43;2;1
2008;4;5;9;29;1566;1;A7;3;3;1;43;2;1
2008;4;5;10;29;1566;1;A9;3;3;1;82;1;1
2008;4;5;11;29;1566;1;A6;3;2;1;43;2;1
2008;4;5;12;29;1566;1;A10;3;4;1;38;2;1
2008;4;5;13;29;1566;1;A11;3;4;1;62;1;1
2008;4;5;14;29;1566;1;A12;2;4;1;38;2;1
2008;4;5;15;29;1566;1;A18;4;6;1;38;2;1
2008;4;5;16;29;1566;1;A21;1;1;1;62;1;2
2008;4;5;17;29;1566;1;A21;1;1;1;62;1;2
2008;4;5;1;29;1567;2;B4;10;2;1;52;1;1
2008;4;5;1;29;1568;4;P1;3;1;1;38;1;1
2008;4;5;2;29;1568;3;C13;9;5;1;48;1;1
2008;4;5;3;29;1568;3;C17;14;6;1;48;1;1
2008;4;5;4;29;1568;3;C32;2;5;1;33;2;2
2008;4;5;5;29;1568;3;C30;2;4;2;28;2;2
2008;4;5;6;29;1568;3;C46;2;4;1;48;1;3
2008;4;5;7;29;1568;3;C54;14;6;1;57;1;3
2008;4;5;8;29;1568;3;C38;13;1;1;38;2;3
